citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15
Bangui, Central African Republic	526.8275612185779	513.1441656394063	7.844444444444452	1.2770529345061827	9	45.24348738260675	1885.5155704843337	238.06828186797551	434.4307863706116	581.9046512745994	371.7195011868198	348.5059809057615	660.3236784722121	175.73611302228042								9.000000000000004	6.866666666666678	8.600000000000005	8.100000000000007	4.600000000000019	8.700000000000005	8.33333333333334	8.200000000000006	8.200000000000006								New South Wales	Texas	California	Aargau	North Carolina	Aargau	Aargau	Aargau	Aargau								Australia	United States	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland							
Marsá Maţrūḩ, Egypt	526.5956734603991	100.20066755613848	8.23333333333334	0.33333333333333215	2	626.7963410165376	426.3950059042606															8.566666666666672	7.9000000000000075															California	Aargau															United States	Switzerland														
Lagos, Nigeria	523.7051677432945	169.3272687116759	7.322222222222233	0.6756798131338096	3	760.1018995330091	438.5979606886837	372.41564300819056														6.36666666666668	7.800000000000008	7.800000000000008														Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland													
Zinder, Niger	521.4803368874061	284.65897318770635	6.528571428571441	2.191066173135046	7	543.00739219172	304.9312994873731	484.2717900842943	1074.2149602460004	407.5325371470807	119.33656330023022	717.067815755144										7.966666666666674	8.433333333333339	7.833333333333341	2.1333333333333613	4.533333333333353	8.23333333333334	6.566666666666679										New South Wales	California	New South Wales	Massachusetts	North Carolina	North Carolina	Aargau										Australia	United States	Australia	United States	United States	United States	Switzerland									
Saïda, Algeria	520.1410836410084	164.53628178649004	7.091666666666677	1.8908221315960176	4	397.1188117763936	484.0565204344993	798.6853106839222	400.7036916692186													8.466666666666672	7.933333333333341	3.8333333333333552	8.13333333333334													California	Aargau	Florida	Aargau													United States	Switzerland	United States	Switzerland												
Keren, Eritrea	519.9836944168629	516.2303629043932	7.133333333333344	0.8544003745317501	6	1436.6277305305907	106.95325450047179	952.0142401651817	45.92968457116808	101.80937320557236	476.56788352819297											6.800000000000011	8.33333333333334	7.9000000000000075	6.2000000000000135	6.033333333333347	7.533333333333342											Aargau	Ontario	Aargau	England	England	Aargau											Switzerland	Canada	Switzerland	United Kingdom	United Kingdom	Switzerland										
Harar, Ethiopia	517.7207560375738	234.69001594115787	7.044444444444455	1.190341791355283	6	283.9880873241578	970.3490226179084	321.0402092604465	426.86539640302	656.1548707809641	447.92694983894586											5.100000000000017	7.500000000000009	5.766666666666682	8.23333333333334	7.500000000000009	8.166666666666673											Thuringia	Mazovia	California	Aargau	Aargau	Aargau											Germany	Poland	United States	Switzerland	Switzerland	Switzerland										
Kawm Umbū, Egypt	514.8574851616773	119.52212729739986	8.30833333333334	0.08620067027323802	4	616.0903118117681	601.8196195229575	524.7383340701325	316.7816752418513													8.166666666666673	8.33333333333334	8.400000000000006	8.33333333333334													California	California	Aargau	Aargau													United States	United States	Switzerland	Switzerland												
Iwo, Nigeria	513.2551076588171	67.43041530854978	8.250000000000007	0.016666666666666607	2	445.8246923502673	580.6855229673669															8.266666666666673	8.23333333333334															Aargau	Aargau															Switzerland	Switzerland														
Mufulira, Zambia	511.0651273062425	277.6849530861848	7.706666666666675	0.8050948874373587	5	395.715483957358	642.0341810559852	247.04568363739	992.006421123428	278.52386675705134												8.33333333333334	6.533333333333346	8.400000000000006	6.933333333333344	8.33333333333334												New South Wales	Aargau	Aargau	North Carolina	Aargau												Australia	Switzerland	Switzerland	United States	Switzerland											
Kitale, Kenya	508.29734086577105	317.91531849515104	6.6200000000000125	2.055157919497684	15	211.63782692978526	598.8846479645118	214.28673384715077	472.79841126331064	344.4186145718881	286.0880095527088	300.1039346757918	1446.7815917917972	320.6639758100992	306.12117619252757	631.4627134861474	306.258221077293	540.483357964137	794.0814722105106	850.3894256489052		7.800000000000008	5.466666666666683	3.1333333333333577	6.033333333333347	6.500000000000012	7.166666666666677	7.633333333333342	6.233333333333347	0.9000000000000253	8.633333333333338	8.600000000000005	7.833333333333341	7.333333333333343	7.833333333333341	8.200000000000006		New South Wales	Île-de-France	Michigan	California	California	California	New South Wales	Oregon	Oregon	California	Aargau	Aargau	Saxony	Aargau	Aargau		Australia	France	United States	United States	United States	United States	Australia	United States	United States	United States	Switzerland	Switzerland	Germany	Switzerland	Switzerland	
Niamey, Niger	506.7587268723276	422.37301071020516	7.07000000000001	1.3827066853739314	10	1192.2537437804965	102.11436504088748	112.49357418129878	117.69179160270268	718.149959690293	344.44004356066023	372.52608632743267	706.9300152171003	135.09845787836983	1265.8892314440338							3.7000000000000224	5.2666666666666835	7.9000000000000075	8.266666666666673	7.700000000000008	7.4333333333333425	7.700000000000008	7.500000000000009	7.033333333333344	8.200000000000006							California	California	New South Wales	New South Wales	New York	California	Aargau	North Carolina	Aargau	Georgia							United States	United States	Australia	Australia	United States	United States	Switzerland	United States	Switzerland	United States						
Quelimane, Mozambique	505.5188166474716	279.8667547252387	6.993333333333345	0.8910418371521901	10	552.8406885242708	221.48342331753886	454.02800697874704	636.5783212613572	1044.6077432654185	889.7520533427218	572.03511907342	254.2970981128482	268.01359900396307	161.55211359443032							7.400000000000009	5.066666666666684	6.566666666666679	7.066666666666677	5.933333333333348	7.466666666666676	7.533333333333342	8.266666666666673	6.866666666666678	7.766666666666675							New South Wales	Florida	California	California	Pennsylvania	North Carolina	Aargau	Aargau	Mississippi	Aargau							Australia	United States	United States	United States	United States	United States	Switzerland	Switzerland	United States	Switzerland						
Settat, Morocco	495.38603346199903	540.1736782933198	6.727777777777789	2.325655356992118	6	264.1420479968253	74.24786058528414	390.7318998472693	197.87479219727555	1680.0766383817902	365.24296176354966											1.7666666666666944	8.100000000000007	8.13333333333334	8.200000000000006	6.2000000000000135	7.966666666666674											California	Aargau	Aargau	Aargau	Saxony	Aargau											United States	Switzerland	Switzerland	Switzerland	Germany	Switzerland										
Korhogo, Côte D’Ivoire	492.59794995486004	153.55484772856033	7.355555555555566	0.5533288710217195	6	548.7616753219048	390.0391418444155	425.004149403213	810.509059891311	416.8412393584353	364.4324339098809											7.033333333333344	7.333333333333343	7.766666666666675	6.36666666666668	7.533333333333342	8.100000000000007											Lombardy	California	Västerbotten	Saxony	Aargau	Aargau											Italy	United States	Sweden	Germany	Switzerland	Switzerland										
Surt, Libya	492.0726372243897	497.0430764228142	7.830000000000008	0.6265336738312168	10	189.90074151450833	279.0717648180149	205.1746860465431	440.33550310735023	231.55770632715752	744.7344197675018	305.72267448691616	323.2510615482749	1910.914737521537	290.0630771060934							8.800000000000004	8.100000000000007	7.566666666666675	6.966666666666677	8.400000000000006	8.13333333333334	7.6000000000000085	8.03333333333334	6.600000000000012	8.100000000000007							California	California	California	California	California	New York	Ontario	Aargau	Aargau	Aargau							United States	United States	United States	United States	United States	United States	Canada	Switzerland	Switzerland	Switzerland						
Vryheid, South Africa	490.57764220314084	168.09257515248734	7.950000000000008	0.40104031385053074	4	757.9817994961173	509.99201688820557	348.91749893424	345.41925349400043													8.166666666666673	7.30000000000001	7.966666666666674	8.366666666666672													New South Wales	Aargau	Aargau	Florida													Australia	Switzerland	Switzerland	United States												
Owo, Nigeria	488.28391951494143	266.10567640683325	7.22000000000001	1.4837789592793071	5	259.3077899352455	645.5893892008786	920.5354155576409	196.11086016133024	419.8761427196117												7.9000000000000075	8.300000000000006	4.30000000000002	7.500000000000009	8.100000000000007												Aargau	Aargau	North Holland	North Holland	Aargau												Switzerland	Switzerland	Netherlands	Netherlands	Switzerland											
Tébessa, Algeria	482.5989736113192	207.72470465256052	7.766666666666674	0.5463684823619646	3	508.4566541162822	723.092438323629	216.24782839404642														8.066666666666674	8.23333333333334	7.000000000000011														Aargau	Aargau	Georgia														Switzerland	Switzerland	United States													
Bamako, Mali	481.69981371779556	334.1402433889101	5.18333333333335	1.6380035273330569	4	806.5963848229231	118.57553568480056	177.97384079202735	823.6534935714312													7.366666666666676	6.100000000000014	4.0333333333333545	3.2333333333333574													Aargau	Aargau	England	England													Switzerland	Switzerland	United Kingdom	United Kingdom												
Juba, South Sudan	476.967216048658	212.34990697481197	7.816666666666674	0.47755162606314505	4	359.66853677601085	369.61321034011985	334.4880887849287	844.0990282935724													8.166666666666673	8.13333333333334	7.966666666666674	7.000000000000011													Aargau	Aargau	Aargau	Saxony													Switzerland	Switzerland	Switzerland	Germany												
Maseru, Lesotho	473.5643462022044	811.6332845144459	7.2285714285714375	1.46909199593388	7	101.84302365548135	477.9041345928774	61.92042735481696	114.5641941270329	75.73352479743215	2432.503868240754	50.4812506470358										5.066666666666684	4.766666666666685	8.33333333333334	8.266666666666673	8.100000000000007	8.13333333333334	7.933333333333341										Île-de-France	Michigan	New York	Aargau	Aargau	Mississippi	Aargau										France	United States	United States	Switzerland	Switzerland	United States	Switzerland									
Bouira, Algeria	473.3248338777502	297.73880552618186	7.10000000000001	1.8119970566569115	4	299.5165217731674	218.89745735333832	977.2340371689402	397.6513192155551													4.000000000000021	8.13333333333334	7.733333333333341	8.533333333333339													Massachusetts	Aargau	Saxony	Aargau													United States	Switzerland	Germany	Switzerland												
Ed Damer, Sudan	471.7579214899412	368.7016874379726	6.4200000000000115	2.6745383817689956	5	161.19580027797852	423.45564761042385	615.2991240275142	1097.6552823339018	61.18375319988771												7.666666666666675	1.1000000000000256	7.366666666666676	7.733333333333341	8.23333333333334												New South Wales	Massachusetts	California	Aargau	Aargau												Australia	United States	United States	Switzerland	Switzerland											
Bahir Dar, Ethiopia	470.5632073942022	139.09090776439527	8.061111111111119	0.2022252747022359	6	510.9963639654232	534.584577908598	415.5920534321337	716.0821414136929	365.07129306621346	281.0528145791524											8.066666666666674	7.700000000000008	8.366666666666672	8.166666666666673	8.100000000000007	7.966666666666674											California	California	Alberta	Aargau	Aargau	Aargau											United States	United States	Canada	Switzerland	Switzerland	Switzerland										
Funtua, Nigeria	468.0972650985044	164.23208270705177	8.416666666666671	0.14999999999999947	2	303.8651823914526	632.3293478055562															8.266666666666673	8.566666666666672															Aargau	North Carolina															Switzerland	United States														
Zuwārah, Libya	462.3036170910393	273.95439913163915	7.808333333333341	0.35697416651006364	4	100.80049899007165	802.8518882222717	309.4916210758153	636.0704600759985													7.800000000000008	8.03333333333334	8.166666666666673	7.233333333333343													Mazovia	Aargau	Aargau	Saxony													Poland	Switzerland	Switzerland	Germany												
