citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38
Xiping, Yunnan, China	1027.0063492890981	567.3692821380552	7.023076923076934	1.7552064000861363	13	957.919285291713	1009.8430651574341	1266.722305846364	980.1769326659273	1829.2697045461134	1804.456512777474	1595.1375606074043	1270.9057460083218	256.9153699895431	1453.6639154474578	172.34301967535737	113.36098698449986	640.3681357606638																											7.466666666666676	8.000000000000007	7.4333333333333425	7.366666666666676	1.7666666666666944	7.4333333333333425	7.6000000000000085	8.400000000000006	7.866666666666674	4.566666666666686	7.766666666666675	7.700000000000008	7.933333333333341																											New York	California	Aargau	Aargau	Virginia	Aargau	Aargau	Aargau	Aargau	England	Aargau	Aargau	California																											United States	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	Switzerland	Switzerland	United States																										
Nellore, Andhra Pradesh, India	1012.8537526263138	425.45513276449503	7.301754385964922	0.6679350814316283	19	1367.0717725099612	1310.1302948065286	1556.0350543869595	1475.9337504676953	1549.5678230823314	1583.8393187714216	1275.1656150055012	500.8155236383387	638.1296814471207	738.6394779225209	1200.7814485773465	672.2197976291761	424.1236799049221	1129.8516811414672	611.1283757303919	1518.632628128745	630.6946177869565	442.86448734936954	618.5962716132129																					5.766666666666682	7.566666666666675	7.166666666666677	6.900000000000011	6.933333333333344	7.833333333333341	7.1333333333333435	6.633333333333345	7.633333333333342	8.33333333333334	7.466666666666676	7.933333333333341	8.100000000000007	7.400000000000009	6.966666666666677	6.466666666666679	8.33333333333334	7.700000000000008	6.466666666666679																					Aargau	Aargau	Virginia	Aargau	England	Aargau	Aargau	Arizona	California	Aargau	Aargau	Aargau	Aargau	Ontario	Aargau	Aargau	Aargau	Aargau	California																					Switzerland	Switzerland	United States	Switzerland	United Kingdom	Switzerland	Switzerland	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Canada	Switzerland	Switzerland	Switzerland	Switzerland	United States																				
Mashhad, Iran	1012.4813355011829	852.7302748638283	6.652631578947379	1.8477840621374835	19	840.47182430942	1293.0849070767556	1303.7524894442715	259.4687656727063	585.7585749246945	705.6658122516442	735.4998772874264	1064.8298186835177	714.4972407458628	711.5646978345173	1101.0182851999577	4394.379157416871	694.0723250789152	947.6104206386743	960.6278223324838	679.5858488645524	1016.6076034206162	1133.6312736302257	95.01862970936129																					7.833333333333341	7.166666666666677	7.10000000000001	0.766666666666692	7.166666666666677	7.633333333333342	6.833333333333345	7.966666666666674	8.166666666666673	6.766666666666678	4.066666666666688	3.333333333333357	7.6000000000000085	7.1333333333333435	7.033333333333344	6.633333333333345	8.200000000000006	7.1333333333333435	7.866666666666674																					Île-de-France	Île-de-France	Île-de-France	Telangana	Bavaria	Aargau	Aargau	Aargau	Alberta	Alberta	Alberta	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau																					France	France	France	India	Germany	Switzerland	Switzerland	Switzerland	Canada	Canada	Canada	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																				
Wuwei, Gansu, China	1012.3926994300684	573.1430789777946	7.4376811594203	0.8349436237629573	23	1094.5099924603114	1074.246812061172	1909.5134992663193	1692.891580850447	635.2296869138721	899.9240981467451	1355.260847495261	1645.6254409361754	1110.1250338688099	535.6300237055301	204.05605941664643	1772.12253086043	801.6294903922444	717.2536068124007	1724.2714974430685	186.88576385191558	1323.4070425154982	329.1749629565291	1947.219721818599	386.67167689934286	598.1803609849885	1210.0680775523742	131.13427968289838																	8.366666666666672	8.400000000000006	7.966666666666674	8.500000000000005	6.833333333333345	8.500000000000005	7.866666666666674	7.666666666666675	8.433333333333339	7.666666666666675	7.766666666666675	6.500000000000012	5.833333333333348	7.166666666666677	5.933333333333348	5.866666666666681	7.400000000000009	6.700000000000012	7.766666666666675	6.6666666666666785	7.6000000000000085	7.6000000000000085	8.066666666666674																	Aargau	Aargau	Aargau	Aargau	Aargau	North Carolina	Aargau	Aargau	California	Aargau	Aargau	New York	New York	Aargau	Arizona	Aargau	Aargau	Aargau	Maryland	Aargau	Aargau	Aargau	Aargau																	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	United States	Switzerland	Switzerland	United States	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland																
Kirov, Kirovskaya Oblast’, Russia	1001.999422674229	444.555798192982	7.411904761904771	0.9254434495047693	14	813.8863523395901	707.2634564464316	825.7241349580102	780.2500946052406	1538.4563997673345	801.2013795545664	1214.6736533034202	1114.2476914234421	2353.7715691327667	985.1013142394447	707.5447179359732	880.2930207849323	704.7277589344841	600.8503740135701																										5.700000000000015	7.10000000000001	7.633333333333342	8.566666666666672	7.933333333333341	7.4333333333333425	7.333333333333343	7.533333333333342	5.066666666666684	7.633333333333342	7.800000000000008	8.366666666666672	7.4333333333333425	8.23333333333334																										England	Pennsylvania	Pennsylvania	California	New York	Aargau	Florida	Aargau	Massachusetts	Aargau	Aargau	Aargau	Aargau	Aargau																										United Kingdom	United States	United States	United States	United States	Switzerland	United States	Switzerland	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Lanzhou, Gansu, China	997.6518751576008	573.2487947417043	7.297222222222232	0.8312705952150182	12	1448.545908806553	1694.8565534622132	1654.8792876960206	337.004486115781	1486.8662328183873	1226.3173700667994	177.0130525597615	106.04782373157477	1114.9484351136762	1496.3174152444574	428.06401448791524	800.9619217880692																												8.33333333333334	7.933333333333341	6.766666666666678	8.000000000000007	6.833333333333345	7.000000000000011	7.466666666666676	5.800000000000015	7.733333333333341	5.766666666666682	7.833333333333341	8.100000000000007																												Aargau	Aargau	Aargau	England	Alberta	Aargau	Aargau	Aargau	Aargau	Hesse	Aargau	Aargau																												Switzerland	Switzerland	Switzerland	United Kingdom	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland																											
Karachi, Pakistan	978.4793031321809	1384.0054809089784	7.145833333333345	1.5270648589150746	16	1869.1154143096269	176.82585848570355	104.6768314721448	5422.4961983862095	1003.8002476951855	409.8299988416427	955.4776300849303	143.4299532894852	257.78711749410786	455.1653870418539	3058.9569590478027	107.50206405114353	362.852236435649	1051.3582474786974	125.90172327399718	150.49298272671558																								7.933333333333341	8.33333333333334	7.666666666666675	10	8.300000000000006	7.166666666666677	6.766666666666678	4.8000000000000185	8.166666666666673	5.666666666666682	3.333333333333357	6.833333333333345	7.766666666666675	6.26666666666668	7.266666666666676	8.066666666666674																								Mazovia	Mazovia	Île-de-France	Vojvodina	New South Wales	California	Stockholm	Aargau	California	Alberta	Alberta	Aargau	Aargau	Central and Western	Aargau	Aargau																								Poland	Poland	France	Serbia	Australia	United States	Sweden	Switzerland	United States	Canada	Canada	Switzerland	Switzerland	Hong Kong	Switzerland	Switzerland																							
Anshun, Guizhou, China	976.0791330898899	551.7103964086073	7.233333333333343	0.8572751220702894	7	1490.2804617271704	1546.140980348545	1134.5139329579824	1164.6462995923955	50.90709320316278	224.71068049151953	1221.3544833084538																																	8.13333333333334	7.566666666666675	5.43333333333335	7.633333333333342	6.766666666666678	7.10000000000001	8.000000000000007																																	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau	Aargau	Aargau																																	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland																																
Beidao, Gansu, China	966.4526792177963	856.960266047428	7.2121212121212235	0.8307563460604667	11	883.5415997667865	215.67278954265484	2833.3218905800245	1359.0970969688624	658.2635460931616	1273.8362977352976	285.9909443779222	2289.6561305389555	142.28893094560812	423.40735524637284	265.90288960011526																													8.400000000000006	7.700000000000008	6.100000000000014	7.166666666666677	8.13333333333334	6.16666666666668	6.233333333333347	7.466666666666676	7.20000000000001	8.300000000000006	6.466666666666679																													California	Aargau	England	Alberta	Alberta	Aargau	Aargau	Aargau	Aargau	Aargau	California																													United States	Switzerland	United Kingdom	Canada	Canada	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United States																												
Xiping, Shanxi, China	951.9614449872646	479.22762099049476	7.57121212121213	0.669259764047014	22	1153.1506259101961	395.0606907556159	1855.0108132581972	1412.2850128599368	1051.4588651219515	1324.3234652981082	1699.6635706060026	1361.9993758190963	810.941437335605	1387.3642615819526	1501.883089316835	946.0172185422671	751.6716152443028	305.17995098687965	212.50766794240508	373.31077464996326	826.6486015059932	1317.7303489842152	886.0380112648123	505.39534696845385	597.6146216803069	267.8964240867234																		5.966666666666681	8.533333333333339	8.466666666666672	7.400000000000009	8.000000000000007	7.9000000000000075	7.233333333333343	6.26666666666668	6.633333333333345	7.633333333333342	8.466666666666672	7.266666666666676	7.733333333333341	7.500000000000009	7.766666666666675	8.066666666666674	8.166666666666673	6.866666666666678	7.866666666666674	8.066666666666674	7.20000000000001	7.566666666666675																		Aargau	North Carolina	Alberta	Aargau	Alberta	Aargau	Alberta	Alberta	Aargau	Aargau	California	California	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	Aargau	Aargau	Aargau																		Switzerland	United States	Canada	Switzerland	Canada	Switzerland	Canada	Canada	Switzerland	Switzerland	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	Switzerland	Switzerland	Switzerland																	
Saratov, Saratovskaya Oblast’, Russia	947.6546707448189	1270.0482755054315	6.679487179487191	1.7538011690137243	13	663.6005223418756	949.4765902143569	280.1386187699602	447.56327697474285	656.9400981549027	130.38277741220168	437.06988970362727	2826.2927498867593	205.13209274385318	4689.500649924568	332.33546459293103	295.55868964477736	405.5192993180891																											6.433333333333346	5.43333333333335	1.4000000000000266	8.066666666666674	8.200000000000006	6.966666666666677	6.966666666666677	5.633333333333349	7.700000000000008	6.6666666666666785	7.366666666666676	8.03333333333334	7.966666666666674																											England	Aargau	New York	California	California	Aargau	Aargau	England	Aargau	England	Aargau	Aargau	Aargau																											United Kingdom	Switzerland	United States	United States	United States	Switzerland	Switzerland	United Kingdom	Switzerland	United Kingdom	Switzerland	Switzerland	Switzerland																										
Xiaoxita, Hubei, China	946.8055815042975	1002.2215518999777	7.194444444444453	1.2549039607146328	12	343.0550617153182	771.2479896520192	1090.7883261224215	837.711599417707	4128.6302196501665	658.8687139082085	277.45604581633677	812.9210967960647	998.3914018475052	191.85630833941596	919.7238312398321	331.0163835465723																												4.9666666666666845	7.266666666666676	7.9000000000000075	6.533333333333346	9.8	7.066666666666677	8.200000000000006	5.000000000000018	7.30000000000001	7.1333333333333435	7.733333333333341	7.4333333333333425																												California	Alberta	Aargau	Arizona	California	Aargau	Aargau	England	England	Aargau	California	California																												United States	Canada	Switzerland	United States	United States	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	United States	United States																											
